port_origin,port_dest,lat_o,lon_o,lat_d,lon_d,gc_distance_km,departure_date,avg_wind_knots,rain_mm,temp_c,max_wave_m,visibility_km,month,season,origin_queue,dest_queue,port_congestion_idx,delay_hours
Tokyo,Vancouver,35.6895,139.6917,49.2827,-123.1207,7552.4656738795775,2022-01-30,19.872,0.2,13.6,3.5,15.945038593493186,1,DJF,6,0,0.8790100281695197,11.93719061065493
Dubai,Genova,25.2769,55.2962,44.4056,8.9463,4655.485284309689,2020-03-18,27.864000000000004,0.0,15.0,1.3066880890095405,16.807578096188802,3,MAM,2,2,0.8959336024021689,8.660943571551549
Rio de Janeiro,Cartagena,-22.9068,-43.1729,10.3932,-75.4832,5107.299801780905,2021-03-13,5.94,1.7,28.7,0.8643515409298894,16.897937006174015,3,MAM,3,5,0.44817187821689414,5.995837819769023
Cartagena,Shanghai,10.3932,-75.4832,31.2304,121.4737,15046.11861149294,2020-12-30,15.498000000000001,0.0,23.0,2.002737859186973,15.783604587371247,12,DJF,2,4,0.2963934874700444,8.396855397448642
Casablanca,Le Havre,33.5731,-7.5898,49.4944,0.1089,1880.337067228563,2020-03-10,7.938,0.0,15.0,1.3670857836322359,19.215376446234448,3,MAM,7,2,0.47073568282942685,7.7714239548400155
Rio de Janeiro,Casablanca,-22.9068,-43.1729,33.5731,-7.5898,7323.626117368732,2020-04-25,15.822000000000001,0.0,24.4,0.7302424861645842,16.189951935201783,4,MAM,7,7,1.194861403638609,10.063398927772683
Sídney,Hong Kong,-33.8688,151.2093,22.3193,114.1694,7375.50561398224,2019-04-05,9.72,0.8,28.5,2.387792567194683,18.636727073403137,4,MAM,6,4,0.7137185411670539,9.350878102268041
Rotterdam,Lisboa,51.9244,4.4777,38.7223,-9.1393,1807.0005898769225,2022-11-16,28.674000000000003,3.3,19.4,4.02,18.05685321815977,11,SON,0,5,0.8730262637118271,12.769987594681632
Tokyo,Rotterdam,35.6895,139.6917,51.9244,4.4777,9345.358894816294,2019-10-09,14.040000000000001,0.0,26.4,0.9488317072381245,15.769814474710824,10,SON,4,5,0.48941613355602614,8.706506288758039
Balboa,Valparaíso,8.9833,-79.5167,-33.0472,-71.6128,4747.94268637943,2022-08-23,16.146,0.0,15.7,3.16,18.70023011020001,8,JJA,3,3,0.912496610363221,11.025675844511092
Manzanillo,Balboa,19.0514,-104.3158,8.9833,-79.5167,2895.267092669898,2023-09-17,6.966000000000001,10.1,30.4,1.68,13.076790519772274,9,SON,5,7,0.6924998486780927,9.559574745100399
Rotterdam,Balboa,51.9244,4.4777,8.9833,-79.5167,8811.384266068344,2019-07-05,15.336,1.5,26.4,2.7228953535832825,16.38260214273379,7,JJA,6,6,0.7177397870741633,11.41946996579967
Genova,Tokyo,44.4056,8.9463,35.6895,139.6917,9819.559086252488,2019-09-13,13.824000000000002,0.0,24.4,2.4337896275629936,20.312843706276272,9,SON,3,4,0.2611294023600918,8.692949109753
Shanghai,Guayaquil,31.2304,121.4737,-2.1962,-79.8862,16084.401662497192,2021-10-15,7.398,0.0,35.3,2.5271940200161174,18.702167348953292,10,SON,6,4,0.823528754370408,8.879706470786576
Lisboa,Busan,38.7223,-9.1393,35.1796,129.0756,10742.390604281602,2019-08-18,2.592,2.6,3.2,1.7167243801692054,18.532515400997823,8,JJA,4,2,0.4641406635814547,5.340880229114543
Lagos,Hong Kong,6.4541,3.3947,22.3193,114.1694,11837.85849491939,2020-10-03,9.936,0.2,27.9,1.5712281779446697,18.56319136591027,10,SON,6,5,0.9468576231363655,7.968402769377111
Valencia,Callao,39.4699,-0.3763,-12.0564,-77.1319,9751.469245140093,2023-12-01,14.31,3.0,28.1,1.7,16.268968241353402,12,DJF,5,6,1.0774529147529555,11.510731938818768
Lisboa,Long Beach,38.7223,-9.1393,33.7709,-118.1937,9138.410861961667,2020-06-30,8.046000000000001,0.0,27.1,1.1153252062430243,18.492442443205846,6,JJA,2,1,0.4398105443037796,4.813098546906907
Le Havre,Sídney,49.4944,0.1089,-33.8688,151.2093,17081.967599541582,2023-02-26,10.908,6.4,27.8,1.48,14.987317191084472,2,DJF,5,4,0.3477285625410687,7.8514453182757595
New York,Rotterdam,40.7128,-74.006,51.9244,4.4777,5853.558384716286,2023-01-02,34.182,8.4,14.9,5.74,15.326874129635224,1,DJF,0,4,0.8520484832048667,18.307066234695107
Hamburgo,Prince Rupert,53.5488,9.9872,54.315,-130.3208,7478.311896923736,2019-04-10,14.580000000000002,3.7,-7.7,1.489521010595808,16.930029063149796,4,MAM,1,5,0.7460522460754337,8.243265535602886
Houston,Melbourne,29.7604,-95.3698,-37.8136,144.9631,14463.554348638158,2019-12-07,30.564000000000004,55.5,27.0,1.6443872118280867,2.0,12,DJF,0,1,0.8943830137535509,16.711399726663284
Guayaquil,Houston,-2.1962,-79.8862,29.7604,-95.3698,3916.0377694042936,2022-09-22,5.292000000000001,3.8,28.8,2.338197674577714,16.270084141595394,9,SON,2,3,0.24680494181547047,4.932424609415753
Balboa,Melbourne,8.9833,-79.5167,-37.8136,144.9631,14536.455053685831,2023-07-14,19.656,8.7,24.2,3.14,14.184490615778968,7,JJA,1,2,0.3602724801830915,10.952179017139871
Vancouver,Guayaquil,49.2827,-123.1207,-2.1962,-79.8862,7063.263019532155,2023-12-18,11.88,0.0,18.6,1.2740504545410731,18.683649457827237,12,DJF,4,5,0.5661914669626253,8.126051088478576
Hamburgo,Sídney,53.5488,9.9872,-33.8688,151.2093,16278.115928613517,2019-08-26,10.854000000000001,1.0,28.3,2.082001707565319,18.53554522488308,8,JJA,3,5,1.1079452465442572,8.882005259472367
Tanger Med,Hong Kong,35.8844,-5.5036,22.3193,114.1694,10956.756731761481,2023-11-23,18.198000000000004,0.0,18.3,2.4808458866424443,18.57916259934693,11,SON,2,6,0.6554763784417377,9.961431148162106
Guayaquil,Valencia,-2.1962,-79.8862,39.4699,-0.3763,9266.301446382673,2024-02-15,11.556,0.0,24.0,1.4,18.212676174321732,2,DJF,5,3,1.0572405127565483,10.64160503560901
Tanger Med,Hong Kong,35.8844,-5.5036,22.3193,114.1694,10956.756731761481,2022-10-03,14.634000000000002,0.0,30.5,0.7771081495199706,17.223542832709526,10,SON,5,0,0.3564121521056554,8.212700804416652
Sídney,Shanghai,-33.8688,151.2093,31.2304,121.4737,7881.420900107555,2024-05-11,13.770000000000001,3.0,30.1,1.46,17.73902181680688,5,MAM,7,5,1.0783827409249804,11.86907517600297
Dubai,Guayaquil,25.2769,55.2962,-2.1962,-79.8862,14577.262647525453,2019-09-13,11.718,37.4,26.8,2.6247604230433876,5.087128334450527,9,SON,1,1,0.5686217310426012,13.932989379610323
Melbourne,Casablanca,-37.8136,144.9631,33.5731,-7.5898,17501.43130592469,2024-06-21,22.14,2.1,28.5,2.72,17.68052294665734,6,JJA,7,1,0.4201015727454391,12.264387736878803
Dubai,New York,25.2769,55.2962,40.7128,-74.006,11003.141426006632,2023-09-04,16.740000000000002,0.0,26.8,2.1,17.805438592027297,9,SON,6,7,0.7286908701020893,11.52400596380168
Rio de Janeiro,Le Havre,-22.9068,-43.1729,49.4944,0.1089,9115.195299159763,2022-01-05,15.336,0.0,21.5,1.78,19.640015014461937,1,DJF,2,5,0.7450347457431101,10.577186956115465
New York,San Antonio,40.7128,-74.006,-33.5983,-71.6123,8266.662653421192,2019-03-25,4.5360000000000005,0.7,32.0,0.8085882522057742,17.789917264701785,3,MAM,5,4,1.0081848100379247,6.523193002614051
Cartagena,Lagos,10.3932,-75.4832,6.4541,3.3947,8667.342638573165,2021-05-29,18.36,0.0,26.6,1.264554807987902,16.488634554748728,5,MAM,1,7,0.6867193774106073,8.387525378154981
Genova,Durban,44.4056,8.9463,-29.8833,31.05,8559.973733700108,2024-07-05,5.832000000000001,0.3,32.9,0.6157954463438776,17.049496612045957,7,JJA,3,0,0.38298893352686875,4.03214636034823
Shanghai,Singapore,31.2304,121.4737,1.3521,103.8198,3805.740314417279,2019-05-31,7.83,0.0,30.0,2.4691637737319865,18.73327344008873,5,MAM,2,0,0.2330592005451147,4.403749532915935
Sídney,Balboa,-33.8688,151.2093,8.9833,-79.5167,14156.70273127553,2023-10-20,13.446,0.0,25.6,0.9,15.812019427772652,10,SON,4,3,0.441508452247143,8.289294540660908
Valparaíso,Shanghai,-33.0472,-71.6128,31.2304,121.4737,18767.33016514412,2022-09-12,19.872,0.0,32.9,1.8960349892743467,17.26088320710982,9,SON,0,1,0.5745494812554497,8.605447875646066
Sídney,Callao,-33.8688,151.2093,-12.0564,-77.1319,12792.402778458634,2019-11-02,15.66,0.0,36.9,1.7715825391309523,19.48996471547849,11,SON,5,1,1.0447300578810683,8.470712891311905
Sídney,Lagos,-33.8688,151.2093,6.4541,3.3947,15516.643189238657,2019-10-11,23.814000000000004,11.3,26.5,1.3457417511146756,13.378012238875902,10,SON,7,7,0.2848378095814444,13.685807573603777
Genova,Manzanillo,44.4056,8.9463,19.0514,-104.3158,10251.528564531427,2021-06-20,8.154,1.1,26.4,2.2541429746592785,19.125510502813988,6,JJA,3,3,0.3318120704188355,7.478932112920077
Long Beach,Buenos Aires,33.7709,-118.1937,-34.6037,-58.3816,9826.771738321142,2023-02-13,11.286,0.1,26.0,1.58,19.758104330780387,2,DJF,2,1,0.266312817620975,6.193792789124039
Vancouver,Sídney,49.2827,-123.1207,-33.8688,151.2093,12501.264664202487,2019-09-13,11.016,1.0,32.0,1.161241464232332,17.81715194890536,9,SON,2,5,0.9251156888229772,7.075811912484558
Long Beach,Dubai,33.7709,-118.1937,25.2769,55.2962,13413.32449643301,2020-02-22,29.160000000000004,0.0,21.6,0.9213153883574554,18.26867124848167,2,DJF,7,1,0.38930635920056916,12.810140615561002
San Antonio,Rotterdam,-33.5983,-71.6123,51.9244,4.4777,12029.87237092556,2022-09-03,12.528,1.3,26.8,2.16,18.516852351289078,9,SON,5,5,0.9733000080093963,10.522208181816897
Dubai,Busan,25.2769,55.2962,35.1796,129.0756,7016.190838813679,2023-04-29,6.156000000000001,3.6,-2.8,1.324447984494892,14.591118467655809,4,MAM,6,7,0.6225170695790141,9.323951189045646
Hamburgo,New York,53.5488,9.9872,40.7128,-74.006,6129.622345749177,2019-01-09,27.324,6.7,13.7,2.642447560791793,13.506532776204914,1,DJF,1,5,0.761846947065969,14.073336220536845
New York,Casablanca,40.7128,-74.006,33.5731,-7.5898,5800.578481545373,2022-08-13,7.290000000000001,0.0,25.9,1.34,18.73630261921365,8,JJA,5,5,0.545697030650858,6.1745232790059905
Cartagena,Rotterdam,10.3932,-75.4832,51.9244,4.4777,8412.505231240433,2021-05-09,17.82,0.2,18.8,1.4846609864395977,18.336016898492453,5,MAM,6,3,1.1906247733684951,11.67757281918754
Sídney,Prince Rupert,-33.8688,151.2093,54.315,-130.3208,12325.401494853964,2019-03-22,16.632,1.4,19.2,1.713977724648875,16.4713074334487,3,MAM,3,3,0.8605677932075106,9.857452715195832
Dubai,Callao,25.2769,55.2962,-12.0564,-77.1319,14822.122681209974,2020-07-29,16.794,0.2,25.9,1.9326117107709506,17.84830458524747,7,JJA,6,4,1.0397876238561816,11.39663638549445
Hamburgo,Valencia,53.5488,9.9872,39.4699,-0.3763,1750.7534752354734,2021-06-29,13.176,1.2,16.8,2.3129037965993633,19.907231470297933,6,JJA,0,4,0.6599487369365249,8.137858978185932
San Antonio,Guayaquil,-33.5983,-71.6123,-2.1962,-79.8862,3596.284346014745,2022-05-09,23.868000000000002,0.0,18.8,2.58,16.737686613624213,5,MAM,3,1,0.3471638826859443,10.317019624559336
Valparaíso,Houston,-33.0472,-71.6128,29.7604,-95.3698,7418.272343249271,2024-01-28,6.264,2.9,28.4,1.52,16.948062910745264,1,DJF,0,4,0.9499831240833194,6.74359331896357
Casablanca,Buenos Aires,33.5731,-7.5898,-34.6037,-58.3816,9244.585178753412,2019-12-07,9.936,0.0,33.6,1.7267924019203789,16.844001515436545,12,DJF,2,5,0.39549329494514657,6.432677044630577
Manzanillo,Casablanca,19.0514,-104.3158,33.5731,-7.5898,9444.442276607002,2019-11-16,19.656,0.8,24.6,1.672423098632734,16.606873595015735,11,SON,4,5,0.6855424088551374,12.505225334373655
Valencia,Rio de Janeiro,39.4699,-0.3763,-22.9068,-43.1729,8236.98623149881,2024-06-12,17.82,0.3,28.0,1.6,16.55849181502652,6,JJA,7,3,1.0184989038768744,9.323574243033926
Valparaíso,Melbourne,-33.0472,-71.6128,-37.8136,144.9631,11273.853678633648,2023-01-05,16.362000000000002,0.0,20.5,3.02,18.26258324525616,1,DJF,3,0,0.7659149117991553,8.002558004087584
San Antonio,Dubai,-33.5983,-71.6123,25.2769,55.2962,14846.70076066277,2023-10-01,14.094000000000001,1.4,26.8,1.64,18.6292800289978,10,SON,1,1,0.29116953553275243,6.108010972325403
Lisboa,Vancouver,38.7223,-9.1393,49.2827,-123.1207,8283.796472695922,2023-12-31,4.59,0.0,-4.2,0.9708559064714486,18.368892919792827,12,DJF,3,3,0.5570172990006017,5.510170063746557
San Antonio,Melbourne,-33.5983,-71.6123,-37.8136,144.9631,11220.11088497316,2019-08-31,23.814000000000004,1.0,15.8,1.6090434162140956,17.342906547954907,8,JJA,5,1,1.0849156631844818,10.791151180058865
San Antonio,Tokyo,-33.5983,-71.6123,35.6895,139.6917,17154.047968517105,2024-01-11,16.200000000000003,1.5,26.7,1.82,16.82020973364323,1,DJF,3,1,1.0010761326078426,8.168796312826483
Durban,Valparaíso,-29.8833,31.05,-33.0472,-71.6128,9290.026654401192,2020-04-29,11.826,0.0,19.0,1.8655530261150204,16.25795350348152,4,MAM,6,0,0.23538954236297854,8.471755153768228
Shanghai,Singapore,31.2304,121.4737,1.3521,103.8198,3805.740314417279,2019-05-10,12.042000000000002,7.6,29.1,2.27043409526775,16.030277090608514,5,MAM,5,5,0.5895459581997482,8.99923045494352
New York,Manzanillo,40.7128,-74.006,19.0514,-104.3158,3753.0933470697437,2022-01-10,24.786,1.7,23.2,4.24,17.156231545745975,1,DJF,1,7,0.5345057599406708,15.450611151241441
Lagos,Tanger Med,6.4541,3.3947,35.8844,-5.5036,3396.0178315050257,2024-12-11,7.0200000000000005,0.0,26.3,0.8028565296854624,17.38248139285902,12,DJF,7,0,1.0044943549475032,5.562362134510226
Hong Kong,San Antonio,22.3193,114.1694,-33.5983,-71.6123,18639.072325196383,2020-03-23,18.900000000000002,0.1,26.5,1.6490233702244097,16.998273464293764,3,MAM,6,4,0.36182934483603885,9.120508996782775
Tokyo,Valparaíso,35.6895,139.6917,-33.0472,-71.6128,17139.04173242362,2021-02-04,4.806000000000001,3.3,30.8,2.1316678597781604,17.866005289453824,2,DJF,6,6,1.0459490014528787,9.353436750860078
Guayaquil,Melbourne,-2.1962,-79.8862,-37.8136,144.9631,13612.941926177764,2022-01-13,22.194000000000003,52.8,25.9,1.42,2.0,1,DJF,0,4,0.9064897186006882,16.278072766146813
Long Beach,Sídney,33.7709,-118.1937,-33.8688,151.2093,12062.442170609736,2024-03-10,9.234000000000002,0.0,30.3,1.24,17.623889000779688,3,MAM,3,2,0.79757526093364,5.270626927594781
Rio de Janeiro,Busan,-22.9068,-43.1729,35.1796,129.0756,18457.599760895475,2021-06-02,18.900000000000002,0.0,28.6,1.074596749399181,18.040989532248947,6,JJA,3,3,1.1576123259217423,6.315647837057616
Durban,Busan,-29.8833,31.05,35.1796,129.0756,12532.29024081992,2021-07-25,21.708000000000002,6.4,28.9,1.2749797826147238,13.698256010752074,7,JJA,3,3,0.9138092142026506,10.614266674341092
Guayaquil,Valparaíso,-2.1962,-79.8862,-33.0472,-71.6128,3537.281591690803,2021-09-16,16.956,0.0,14.8,1.1533522420673514,16.408381598340785,9,SON,7,5,1.1547049119060318,10.155544349168178
Tanger Med,Lisboa,35.8844,-5.5036,38.7223,-9.1393,450.46259545968286,2021-08-07,12.582,0.0,28.2,1.1292949924706135,17.10158122976559,8,JJA,6,7,0.5281779446054717,9.480996814954366
Durban,Valencia,-29.8833,31.05,39.4699,-0.3763,8368.587097022337,2021-02-01,7.236000000000001,0.0,34.4,1.9706360776706806,16.04321085330072,2,DJF,7,4,0.32904892289825655,9.75282764346046
San Antonio,Lisboa,-33.5983,-71.6123,38.7223,-9.1393,10299.558470674683,2022-04-27,14.634000000000002,0.0,26.2,1.74,17.24939441772509,4,MAM,1,0,1.0811653206259395,8.354244176809734
Shanghai,Vancouver,31.2304,121.4737,49.2827,-123.1207,9024.632965273542,2020-09-14,27.432,4.2,21.2,0.9702919365321219,15.526050729043417,9,SON,2,2,1.0757257516664425,11.45356064607553
Tokyo,Valencia,35.6895,139.6917,39.4699,-0.3763,10709.28666424367,2022-12-13,10.368,0.0,14.3,2.232151152029172,17.64251002285763,12,DJF,6,4,1.0774078276911387,9.387269567052284
Balboa,Tanger Med,8.9833,-79.5167,35.8844,-5.5036,7986.49670418893,2020-03-17,16.686,0.6,21.2,0.8142995311793458,17.64018555135428,3,MAM,4,5,0.5188631494960954,10.591608334454888
Hong Kong,Valparaíso,22.3193,114.1694,-33.0472,-71.6128,18693.968952454135,2019-12-07,10.422,0.0,23.2,1.780794256261867,19.362995818620156,12,DJF,6,4,0.36108701142418526,8.528145765996252
Dubai,Valparaíso,25.2769,55.2962,-33.0472,-71.6128,14841.807937732603,2020-03-02,9.828,0.0,27.2,2.165757924171868,17.405701655767615,3,MAM,5,7,0.40875548899907027,11.27475740964467
Callao,San Antonio,-12.0564,-77.1319,-33.5983,-71.6123,2460.0513299116596,2021-08-08,17.064000000000004,0.1,14.7,2.677609781483702,19.07187208306047,8,JJA,6,4,0.357482868975684,9.813898702534662
Hamburgo,Rio de Janeiro,53.5488,9.9872,-22.9068,-43.1729,9911.617714645714,2023-02-22,11.232000000000001,0.0,25.8,3.0,18.572543445455363,2,DJF,0,2,0.7278203228071405,7.4993185489057925
New York,Valparaíso,40.7128,-74.006,-33.0472,-71.6128,8205.414812652216,2019-09-08,3.5100000000000002,1.8,31.7,1.408491513396895,17.03682120803975,9,SON,0,1,0.3364616302138484,4.525610338899925
Vancouver,Rotterdam,49.2827,-123.1207,51.9244,4.4777,7721.296024178541,2024-07-01,27.054000000000002,2.9,11.7,2.34,16.697049959540404,7,JJA,4,4,0.588535530456282,13.424181541850636
Melbourne,Lagos,-37.8136,144.9631,6.4541,3.3947,14805.062614170223,2021-12-20,17.55,1.9,27.8,2.12,17.986929256111356,12,DJF,4,5,1.0379796982340677,9.631286920756988
Callao,Casablanca,-12.0564,-77.1319,33.5731,-7.5898,8923.832365572624,2023-02-21,18.791999999999998,0.0,24.0,2.52,18.089092361630428,2,DJF,4,3,0.8837127129568436,9.708501990134415
Buenos Aires,Houston,-34.6037,-58.3816,29.7604,-95.3698,8140.6366102001175,2020-08-22,12.906,0.1,26.5,2.034779134837259,16.458463239772776,8,JJA,3,7,0.6720389460532443,9.669418753352785
Busan,Valparaíso,35.1796,129.0756,-33.0472,-71.6128,18099.295263377106,2020-05-07,10.098,13.8,28.6,2.1993390056459963,11.184507935595299,5,MAM,2,5,0.46660570704917764,10.734260829373198
Prince Rupert,Long Beach,54.315,-130.3208,33.7709,-118.1937,2473.4008772862258,2024-09-21,7.236000000000001,0.0,21.4,2.492356415442399,16.26366537428928,9,SON,5,6,0.8072077329881384,9.719542396329082
Genova,Cartagena,44.4056,8.9463,10.3932,-75.4832,8760.803006141941,2019-04-10,11.394000000000002,0.0,22.5,2.3177233724112654,20.338111864921377,4,MAM,2,3,0.44681289062919444,7.824069417843401
Rio de Janeiro,Rotterdam,-22.9068,-43.1729,51.9244,4.4777,9521.123578684783,2023-05-30,13.770000000000001,0.0,31.6,2.7402325460244774,17.396396984737496,5,MAM,6,5,0.45454721178600915,10.93646540482713
Lagos,New York,6.4541,3.3947,40.7128,-74.006,8479.0927457802,2020-07-25,15.984000000000002,0.0,25.8,2.0290287153342432,19.727202925453653,7,JJA,2,6,0.36046466272797145,9.609903335421059
Rotterdam,Singapore,51.9244,4.4777,1.3521,103.8198,10527.391188456237,2021-03-30,12.474000000000002,0.0,27.6,1.8486849164911494,19.50669283910326,3,MAM,3,5,0.5269891143002892,8.60548974003682
Casablanca,Tanger Med,33.5731,-7.5898,35.8844,-5.5036,319.9777220416952,2019-03-31,13.662,1.8,17.3,2.668418757493623,18.706019904726418,3,MAM,2,0,0.7887584743743297,8.611918017049208
Callao,Guayaquil,-12.0564,-77.1319,-2.1962,-79.8862,1137.6367414687115,2023-07-06,3.5100000000000002,0.5,20.5,0.8438609305467377,17.10445603878853,7,JJA,1,0,0.9316480902109319,5.286676753640064
Vancouver,Rotterdam,49.2827,-123.1207,51.9244,4.4777,7721.296024178541,2024-10-24,27.108000000000004,0.0,11.6,4.44,16.991251551403025,10,SON,1,3,0.24445747643638055,14.235847013318875
Melbourne,Guayaquil,-37.8136,144.9631,-2.1962,-79.8862,13612.941926177764,2019-02-27,11.286,0.0,24.5,1.6797196283772726,20.053707358718988,2,DJF,2,1,0.47406759869572185,5.603128262948578
Hong Kong,Valparaíso,22.3193,114.1694,-33.0472,-71.6128,18693.968952454135,2021-09-10,12.636,0.0,21.0,0.8947662790463533,18.151537364685083,9,SON,3,0,0.787065413348802,5.591633626568707
Casablanca,New York,33.5731,-7.5898,40.7128,-74.006,5800.578481545373,2024-07-15,20.088000000000005,0.0,26.5,0.94,17.531562810480402,7,JJA,1,5,0.4588349181851172,7.763965217633716
Hamburgo,Buenos Aires,53.5488,9.9872,-34.6037,-58.3816,11792.526842784717,2023-05-01,10.8,4.4,28.0,1.88,18.022625786373155,5,MAM,7,2,1.0634919175632178,7.857792611989117
Casablanca,Valparaíso,33.5731,-7.5898,-33.0472,-71.6128,9979.927812186961,2021-04-14,5.346000000000001,4.6,29.8,2.4643276794358124,18.45719049032454,4,MAM,1,5,1.0754382397942415,7.653926392676989
Valencia,Guayaquil,39.4699,-0.3763,-2.1962,-79.8862,9266.301446382673,2019-09-16,20.304000000000002,2.4,28.0,2.6719124008940223,15.89112872871073,9,SON,4,3,0.8903312613561944,11.374147621168543
Lisboa,Melbourne,38.7223,-9.1393,-37.8136,144.9631,17759.455494665726,2023-03-13,13.716,1.0,28.4,1.32,16.24424552204474,3,MAM,7,0,0.8451859606659764,7.64001386474136
Hamburgo,Long Beach,53.5488,9.9872,33.7709,-118.1937,9100.889843407183,2021-08-29,11.556,0.0,19.8,2.2425130691053985,16.083086854600126,8,JJA,3,7,1.1598653574972293,8.720724977043933
Busan,Genova,35.1796,129.0756,44.4056,8.9463,9305.020361162096,2021-11-15,9.612000000000002,0.0,11.6,1.091800959480138,14.79289490133672,11,SON,1,4,1.166737574672076,6.807675997177362
Shanghai,Callao,31.2304,121.4737,-12.0564,-77.1319,17153.631569962363,2023-02-27,12.582,1.0,28.7,1.18,19.0905663423531,2,DJF,3,3,1.0033495334226994,7.416567717801489
Valparaíso,Cartagena,-33.0472,-71.6128,10.3932,-75.4832,4847.749809714438,2019-02-08,3.6180000000000003,9.9,29.9,0.7631097820229339,15.120776499426526,2,DJF,3,7,0.35986277590948074,8.276021415967008
New York,Lisboa,40.7128,-74.006,38.7223,-9.1393,5422.03090268784,2020-04-29,25.002,1.9,18.7,0.7497584190346056,17.130924631901433,4,MAM,2,0,0.9152050043221465,8.852295608708179
Rio de Janeiro,Balboa,-22.9068,-43.1729,8.9833,-79.5167,5312.054147346602,2019-10-02,3.9960000000000004,13.5,30.8,1.4474296312763197,12.978697505036836,10,SON,7,1,0.44488694848040683,7.541736224314414
Vancouver,Durban,49.2827,-123.1207,-29.8833,31.05,16953.229254915517,2019-01-07,14.526,13.9,27.4,1.4842015571268845,11.989525919695723,1,DJF,4,0,1.1097922838293668,10.3363430796989
Manzanillo,Prince Rupert,19.0514,-104.3158,54.315,-130.3208,4500.698111208562,2023-01-23,9.72,0.0,1.6,0.6390662200283393,18.807275254197293,1,DJF,5,5,0.7794133629298055,7.584228521598098
Valencia,Lagos,39.4699,-0.3763,6.4541,3.3947,3690.563221375479,2023-03-20,15.444000000000003,0.0,31.0,2.325930178386873,16.795572715640272,3,MAM,0,3,0.22369227531631125,6.323950211530278
Busan,Vancouver,35.1796,129.0756,49.2827,-123.1207,8241.554364384012,2019-08-08,42.444,3.5,19.4,0.6655902621184653,15.805931682174228,8,JJA,5,2,1.1166398602394554,14.029187883974688
Callao,Genova,-12.0564,-77.1319,44.4056,8.9463,10635.290127712948,2023-01-06,18.576,0.0,22.9,4.1,17.96602399721728,1,DJF,4,4,0.7209199335172385,11.620270529694329
Hong Kong,Sídney,22.3193,114.1694,-33.8688,151.2093,7375.50561398224,2021-07-18,19.764000000000003,0.0,26.5,1.2646231067748264,15.632754930967398,7,JJA,6,5,0.3357858256265938,10.319870108391001
Lagos,Busan,6.4541,3.3947,35.1796,129.0756,12691.681623039414,2023-11-02,6.048,0.0,30.9,1.5970919897059868,21.360103123097193,11,SON,0,1,1.0447677434623754,5.840285109870191
Hamburgo,Lisboa,53.5488,9.9872,38.7223,-9.1393,2197.2191553746707,2023-02-05,7.992000000000001,0.0,11.3,1.36,18.477581469075457,2,DJF,3,0,0.6356896540478729,4.98396022170651
Rio de Janeiro,Guayaquil,-22.9068,-43.1729,-2.1962,-79.8862,4577.574710789306,2022-12-18,7.5600000000000005,9.4,31.4,2.541735500196566,12.863280210246245,12,DJF,3,4,1.0244842712393285,8.44051671827405
Callao,Sídney,-12.0564,-77.1319,-33.8688,151.2093,12792.402778458634,2022-05-07,21.924000000000003,1.3,23.8,3.58,18.210075429750948,5,MAM,7,3,0.6510673914544585,13.50604637439144
Rotterdam,Casablanca,51.9244,4.4777,33.5731,-7.5898,2259.082531093251,2021-09-26,6.426000000000001,0.0,20.8,1.1427119372547887,17.65144419103146,9,SON,5,2,0.3231605858728895,5.7855153906958865
Long Beach,Casablanca,33.7709,-118.1937,33.5731,-7.5898,9601.626462439086,2024-11-15,24.678000000000004,2.4,21.5,2.18,15.670541705327011,11,SON,4,0,0.6584850106253277,10.534041053516566
Rio de Janeiro,San Antonio,-22.9068,-43.1729,-33.5983,-71.6123,3015.6668729428684,2022-08-20,7.5600000000000005,0.0,16.9,0.8618924392825391,17.479853604266562,8,JJA,1,1,1.056348715633756,4.909596139872783
Singapore,Buenos Aires,1.3521,103.8198,-34.6037,-58.3816,15882.385833523878,2023-06-10,16.200000000000003,0.1,19.2,1.84,16.657315718101398,6,JJA,6,3,0.8252147896506656,9.603547777036749
Callao,Durban,-12.0564,-77.1319,-29.8833,31.05,11034.602446565905,2021-07-05,13.23,0.2,21.2,0.7974112799536717,17.37616631923752,7,JJA,2,3,0.5894449072026211,6.6303116262589255
Hong Kong,Guayaquil,22.3193,114.1694,-2.1962,-79.8862,17311.13420157545,2023-11-02,5.832000000000001,0.7,32.7,1.748182502075759,19.124079685063585,11,SON,4,6,0.9960670996017167,6.939464738245583
Guayaquil,Durban,-2.1962,-79.8862,-29.8833,31.05,11885.376901729667,2022-07-31,20.25,0.3,20.9,2.9,19.66498869350699,7,JJA,1,6,0.5318941398509034,9.980408482113535
Houston,Buenos Aires,29.7604,-95.3698,-34.6037,-58.3816,8140.6366102001175,2019-07-27,6.75,0.2,26.0,0.7263420664761076,15.581153717298493,7,JJA,0,2,0.7258652309625133,4.024087640690426
Balboa,Genova,8.9833,-79.5167,44.4056,8.9463,9188.604301734116,2020-08-16,11.934000000000001,0.3,24.6,2.2880032819615437,18.222247111638907,8,JJA,4,7,0.6383365962375815,9.26795195203883
Casablanca,Houston,33.5731,-7.5898,29.7604,-95.3698,8049.556426717647,2020-06-17,14.850000000000001,3.3,24.1,0.6011348369127741,16.050980512493997,6,JJA,3,2,1.1098694905624993,7.369239805754798
